Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
LOW,"Lowe&#39;s Companies, Inc.",171.34,$128.85B,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low,
LXU,Lsb Industries Inc.,3.75,$109.94M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu,
LTC,"LTC Properties, Inc.",41.19,$1.62B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc,
LUB,"Luby&#39;s, Inc.",2.87,$88.05M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub,
LU,Lufax Holding Ltd,14.01,$34.16B,2020.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lu,
LL,"Lumber Liquidators Holdings, Inc",31.09,$897.71M,2007.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll,
LFT,"Lument Finance Trust, Inc.",3.32,$82.81M,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lft,
LXFR,Luxfer Holdings PLC,17.31,$478.14M,2012.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr,
LDL,"Lydall, Inc.",32.26,$572.08M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl,
LYB,LyondellBasell Industries NV,94.91,$31.69B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb,
MTB,M&T Bank Corporation,144.77,$18.57B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb,
MDC,"M.D.C. Holdings, Inc.",48.01,$3.11B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc,
MHO,"M/I Homes, Inc.",44.86,$1.29B,1993.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho,
MAC,Macerich Company (The),13.58,$2.03B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac,
CLI,Mack-Cali Realty Corporation,13.25,$1.2B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli,
MFD,Macquarie First Trust Global,8.9,$76.07M,2004.0,,,https://old.nasdaq.com/symbol/mfd,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,20.7,$258.09M,2005.0,,,https://old.nasdaq.com/symbol/mgu,
MIC,Macquarie Infrastructure Corporation ,28.68,$2.5B,2004.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic,
BMA,Macro Bank Inc.,14.0,$894.6M,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma,
M,Macy&#39;s Inc,13.01,$4.04B,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m,
MCN,Madison Covered Call & Equity Strategy Fund,7.22,$151.24M,2004.0,,,https://old.nasdaq.com/symbol/mcn,
MSGE,Madison Square Garden Entertainment Corp.,97.9,$2.36B,2020.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge,
MSGS,Madison Square Garden Sports Corp.,174.74,$4.21B,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs,
MMP,Magellan Midstream Partners L.P.,45.53,$10.17B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp,
MGA,"Magna International, Inc.",72.9,$21.82B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga,
MX,MagnaChip Semiconductor Corporation,18.18,$646.09M,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx,
MGY,Magnolia Oil & Gas Corporation,8.74,$2.2B,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy,
MHLA,"Maiden Holdings, Ltd.",21.04,,2016.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla,
MHNC,"Maiden Holdings, Ltd.",22.59,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc,
MAIN,Main Street Capital Corporation,32.33,$2.14B,2007.0,,,https://old.nasdaq.com/symbol/main,
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,21.89,$604.21M,2012.0,,,https://old.nasdaq.com/symbol/mmd,
MANU,Manchester United Ltd.,16.28,$2.65B,2012.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu,
MTW,"Manitowoc Company, Inc. (The)",14.87,$513.89M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw,
MN,"Manning & Napier, Inc.",6.05,$101.74M,2011.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn,
MAN,ManpowerGroup,92.68,$5.33B,,Technology,Professional Services,https://old.nasdaq.com/symbol/man,
MFC,Manulife Financial Corp,19.03,$36.91B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc,
MRO,Marathon Oil Corporation,8.25,$6.51B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro,
MPC,Marathon Petroleum Corporation,43.98,$28.62B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc,
MMI,"Marcus & Millichap, Inc.",37.82,$1.49B,2013.0,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi,
MCS,Marcus Corporation (The),15.5,$481.5M,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs,
MPX,Marine Products Corporation,15.74,$533.09M,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx,
HZO,"MarineMax, Inc.",42.52,$940.63M,1998.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hzo,
MKL,Markel Corporation,1005.44,$13.85B,1986.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl,
VAC,Marriott Vacations Worldwide Corporation,136.16,$5.59B,,Finance,Real Estate,https://old.nasdaq.com/symbol/vac,
MMC,"Marsh & McLennan Companies, Inc.",111.84,$56.72B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc,
MLM,"Martin Marietta Materials, Inc.",303.58,$18.91B,1994.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm,
MAS,Masco Corporation,56.09,$14.68B,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mas,
DOOR,Masonite International Corporation,95.9,$2.35B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door,
MTZ,"MasTec, Inc.",81.21,$6B,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz,
MA,Mastercard Incorporated,323.26,$322.27B,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma,
MTDR,Matador Resources Company,16.0,$1.87B,2012.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr,
MTRN,Materion Corporation,68.21,$1.39B,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn,
MATX,"Matson, Inc.",65.04,$2.8B,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx,
MLP,"Maui Land & Pineapple Company, Inc.",11.38,$220.36M,,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp,
MAXR,Maxar Technologies Inc.,48.65,$2.97B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr,
MMS,"Maximus, Inc.",76.3,$4.69B,1997.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms,
MXL,"MaxLinear, Inc",35.82,$2.66B,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl,
MEC,"Mayville Engineering Company, Inc.",13.15,$263.78M,2019.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec,
MBI,"MBIA, Inc.",7.11,$383.43M,1987.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi,
MKC,"McCormick & Company, Incorporated",93.43,$24.93B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc,
MKC-V,"McCormick & Company, Incorporated",,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v,
MCD,McDonald&#39;s Corporation,209.91,$156.41B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd,
MUX,McEwen Mining Inc.,0.9566,$398.44M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux,
MCK,McKesson Corporation,184.42,$29.61B,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck,
MDU,"MDU Resources Group, Inc.",27.81,$5.58B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu,
MTL,Mechel PAO,2.14,$582.32M,2004.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl,
MDLA,"Medallia, Inc.",39.52,$5.95B,2019.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla,
MAX,"MediaAlpha, Inc.",38.44,$2.26B,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/max,
MPW,"Medical Properties Trust, Inc.",21.19,$12.25B,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw,
MED,MEDIFAST INC,208.57,$2.45B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med,
MDLQ,Medley LLC,8.425,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq,
MDLX,Medley LLC,7.63,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx,
MDLY,Medley Management Inc.,9.51,$31.79M,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly,
MD,"Mednax, Inc",23.6,$2.02B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md,
MDT,Medtronic plc,116.81,$157.23B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt,
MRK,"Merck & Company, Inc.",83.38,$210.95B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk,
MCY,Mercury General Corporation,52.73,$2.92B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy,
MDP,Meredith Corporation,19.42,$884.91M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp,
MTH,Meritage Corporation,82.03,$3.09B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth,
MTOR,"Meritor, Inc.",26.34,$1.9B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor,
MTR,Mesa Royalty Trust,4.48,$8.35M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr,
MSB,Mesabi Trust,27.33,$358.57M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb,
MEI,"Methode Electronics, Inc.",40.15,$1.51B,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei,
MET,"MetLife, Inc.",51.14,$46.02B,2000.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/met,
MCB,Metropolitan Bank Holding Corp.,39.03,$323.61M,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb,
MTD,"Mettler-Toledo International, Inc.",1218.44,$28.99B,1997.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd,
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.08,$18.01M,,,,https://old.nasdaq.com/symbol/mxe,
MXF,"Mexico Fund, Inc. (The)",14.12,$211.87M,,,,https://old.nasdaq.com/symbol/mxf,
MFA,"MFA Financial, Inc.",3.75,$1.7B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa,
MFO,"MFA Financial, Inc.",25.44,,,,,https://old.nasdaq.com/symbol/mfo,
MCR,MFS Charter Income Trust,8.64,$382.88M,1989.0,,,https://old.nasdaq.com/symbol/mcr,
MGF,MFS Government Markets Income Trust,4.52,$147.29M,1987.0,,,https://old.nasdaq.com/symbol/mgf,
MIN,MFS Intermediate Income Trust,3.8,$440.54M,1988.0,,,https://old.nasdaq.com/symbol/min,
MMT,MFS Multimarket Income Trust,6.2,$373.2M,1987.0,,,https://old.nasdaq.com/symbol/mmt,
MFM,MFS Municipal Income Trust,6.58,$271.01M,1986.0,,,https://old.nasdaq.com/symbol/mfm,
MFV,MFS Special Value Trust,5.92,$42.78M,,,,https://old.nasdaq.com/symbol/mfv,
MTG,MGIC Investment Corporation,13.41,$4.54B,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg,
MGP,MGM Growth Properties LLC,30.68,$9.31B,2016.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp,
MGM,MGM Resorts International,29.8,$14.72B,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm,
MFGP,Micro Focus Intl PLC,5.66,$1.9B,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp,
MAA,"Mid-America Apartment Communities, Inc.",132.01,$15.1B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa,
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",2.05,$77.2M,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy,
MLR,"Miller Industries, Inc.",40.92,$466.71M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr,
HIE,Miller/Howard High Income Equity Fund,8.33,$155.69M,2014.0,,,https://old.nasdaq.com/symbol/hie,
MTX,Minerals Technologies Inc.,66.3,$2.25B,1992.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx,
MNSO,MINISO Group Holding Limited,28.59,$8.69B,2020.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/mnso,
MG,Mistras Group Inc,8.29,$242.01M,2009.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg,
MUFG,Mitsubishi UFJ Financial Group Inc,4.81,$61.78B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg,
MIXT,MiX Telematics Limited,13.47,$296.91M,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt,
MFG,"Mizuho Financial Group, Inc.",2.77,$35.12B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg,
MBT,Mobile TeleSystems OJSC,9.26,$8.2B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt,
MODN,"Model N, Inc.",37.98,$1.33B,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn,
MOD,Modine Manufacturing Company,13.64,$697.65M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod,
MC,Moelis & Company,55.19,$3.06B,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc,
MOGU,MOGU Inc.,2.33,$252.73M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu,
MHK,"Mohawk Industries, Inc.",148.97,$10.61B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk,
MOH,Molina Healthcare Inc,220.74,$13.09B,2003.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh,
TAP,Molson Coors Beverage Company,52.54,$11.38B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap,
TAP-A,Molson Coors Beverage Company,,,,,,https://old.nasdaq.com/symbol/tap.a,
MNR,Monmouth Real Estate Investment Corporation,17.59,$1.72B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr,
MEG,"Montrose Environmental Group, Inc.",40.48,$1.01B,2020.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/meg,
MCO,Moody&#39;s Corporation,266.65,$50.08B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco,
MOG-A,Moog Inc.,,,,,,https://old.nasdaq.com/symbol/mog.a,
MOG-B,Moog Inc.,,,,,,https://old.nasdaq.com/symbol/mog.b,
MS,Morgan Stanley,75.24,$136.12B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms,
CAF,Morgan Stanley China A Share Fund Inc.,22.31,$488.18M,2006.0,,,https://old.nasdaq.com/symbol/caf,
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.09,$185.32M,1993.0,,,https://old.nasdaq.com/symbol/msd,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.21,$410.43M,2007.0,,,https://old.nasdaq.com/symbol/edd,
IIF,"Morgan Stanley India Investment Fund, Inc.",22.22,$295.91M,1994.0,,,https://old.nasdaq.com/symbol/iif,
MOS,Mosaic Company (The),28.64,$10.86B,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos,
MSI,"Motorola Solutions, Inc.",173.55,$29.42B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi,
MOV,Movado Group Inc.,21.21,$491.94M,,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov,
MP,MP Materials Corp.,31.87,$5.38B,2020.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mp,
MPLX,MPLX LP,24.65,$25.6B,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx,
MRC,MRC Global Inc.,7.8,$641.46M,2012.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc,
MSA,MSA Safety Incorporporated,157.65,$6.14B,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa,
MSM,"MSC Industrial Direct Company, Inc.",83.79,$4.68B,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm,
MSCI,MSCI Inc,415.3,$34.43B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci,
MSGN,MSG Networks Inc.,13.37,$2.52B,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn,
MLI,"Mueller Industries, Inc.",38.44,$2.19B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli,
MWA,Mueller Water Products Inc,12.55,$1.99B,2006.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa,
MPLN,MultiPlan Corporation,7.43,$5.16B,2020.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mpln,
MVF,"MuniVest Fund, Inc.",9.06,$587.42M,,,,https://old.nasdaq.com/symbol/mvf,
MZA,"MuniYield Arizona Fund, Inc.",15.4,$71.42M,1993.0,,,https://old.nasdaq.com/symbol/mza,
MUR,Murphy Oil Corporation,14.69,$2.26B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mur,
MUSA,Murphy USA Inc.,124.59,$3.64B,2013.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/musa,
MVO,MV Oil Trust,3.96,$45.54M,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mvo,
MYE,"Myers Industries, Inc.",22.34,$800.33M,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/mye,
MYOV,Myovant Sciences Ltd.,20.54,$1.86B,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myov,
NBR,Nabors Industries Ltd.,65.14,$475.13M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr,
NC,"NACCO Industries, Inc.",25.25,$177.9M,,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/nc,
NTP,Nam Tai Property Inc.,6.89,$398.6M,,Finance,Real Estate,https://old.nasdaq.com/symbol/ntp,
NBHC,National Bank Holdings Corporation,35.69,$1.09B,2012.0,Finance,Major Banks,https://old.nasdaq.com/symbol/nbhc,
NFG,National Fuel Gas Company,44.28,$4.03B,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg,
NGG,"National Grid Transco, PLC",59.47,$42.21B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg,
NHI,"National Health Investors, Inc.",67.85,$3.03B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nhi,
NPK,"National Presto Industries, Inc.",92.84,$652.04M,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/npk,
NNN,National Retail Properties,39.26,$6.82B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nnn,
NRUC,National Rural Utilities Cooperative Finance Corporation,27.13,,2019.0,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/nruc,
SID,National Steel Company,6.41,$8.85B,,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid,
NSA,National Storage Affiliates Trust,36.86,$2.55B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nsa,
NTCO,Natura &Co Holding S.A.,18.65,$12.82B,2020.0,,,https://old.nasdaq.com/symbol/ntco,
NGS,"Natural Gas Services Group, Inc.",9.14,$123.1M,2002.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",14.54,$328.08M,2012.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ngvc,
NRP,Natural Resource Partners LP,15.87,$194.59M,2002.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/nrp,
NTZ,"Natuzzi, S.p.A.",12.45,$136.58M,1993.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/ntz,
NWG,NatWest Group plc,4.3,$26.08B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/nwg,
NLS,"Nautilus Group, Inc. (The)",19.94,$603.36M,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/nls,
NVGS,Navigator Holdings Ltd.,10.98,$613.84M,2013.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nvgs,
NNA,Navios Maritime Acquisition Corporation,3.86,$66.02M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nna,
NM,Navios Maritime Holdings Inc.,3.59,$57.01M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nm,
NMM,Navios Maritime Partners LP,13.83,$156.9M,2007.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmm,
NAV,Navistar International Corporation,43.92,$4.37B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav,
NSH,"NavSight Holdings, Inc.",10.45,$300.44M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/nsh,
NCR,NCR Corporation,33.91,$4.37B,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ncr,
NP,"Neenah, Inc.",55.77,$937.07M,,Basic Industries,Paper,https://old.nasdaq.com/symbol/np,
NNI,"Nelnet, Inc.",72.22,$2.77B,2003.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nni,
NPTN,NeoPhotonics Corporation,11.58,$580.7M,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/nptn,
NSCO,"Nesco Holdings, Inc.",7.35,$361.3M,2017.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/nsco,
